Tempo mm. 5-8	Aria 1	Variation 1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16a	16b	17	18	19	20	21	22	23	24	25	26	27	28	29	30	Aria 2	
Pulse	quarter note	quarter note	quarter note	dotted quarter note	dotted quarter note	quarter note	dotted quarter note	dotted quarter note	quarter note	quarter note	half note	dotted quarter note	quarter note	quarter note	quarter note	quarter note	half note	dotted quarter note	quarter note	half note	eighth note	quarter note	quarter note	half note	quarter note	dotted quarter note	eighth note	quarter note	dotted quarter note	quarter note	quarter note	quarter note	quarter note	
Rudolf Serkin 1928	71.7	128.9	106.1	59.7	95.2	182.8	- - - 	- - - 	- - - 	77.0	114.6	200.0	82.5	57.2	131.0	39.3	43.5	94.0	136.4	118.0	215.8	131.9	58.1	138.2	127.7	51.9	53.9	104.5	92.2	105.0	111.8	93.0	61.8	Rudolf Serkin 1928
Sultan 1959	48.3	109.0	68.3	56.3	66.4	132.8	42.2	64.4	115.2	57.1	72.9	142.5	62.6	53.3	103.0	29.3	31.0	71.5	111.4	75.1	143.0	108.4	49.2	104.1	97.0	71.6	47.0	92.0	71.9	74.4	87.3	80.7	45.2	Sultan 1959
Marlowe 1962	38.9	74.9	74.3	50.2	53.2	117.1	41.8	50.5	97.2	45.5	72.7	116.3	70.4	30.6	81.7	22.2	28.8	62.8	103.7	88.1	101.6	82.7	32.0	83.3	82.9	62.5	37.2	82.1	63.4	78.8	79.0	78.5	38.9	Marlowe 1962
Gát 1963 	48.3	115.9	65.4	44.9	44.6	143.4	61.6	68.6	122.4	66.0	87.6	165.0	67.3	37.4	93.5	36.2	27.0	70.7	114.3	108.3	167.5	103.8	45.3	97.9	97.0	66.0	66.3	106.7	78.1	89.9	101.3	82.8	57.8	Gát 1963 
Leonhardt 1965	43.2	66.6	69.0	63.5	60.7	97.5	39.1	65.5	74.4	63.2	78.1	95.8	55.5	36.8	76.5	25.8	31.9	66.0	94.6	89.9	114.8	87.4	32.5	89.3	75.5	55.5	44.8	88.3	65.7	66.4	77.6	65.1	41.0	Leonhardt 1965
Picht-Axenfeld 1966	47.5	91.1	71.7	45.9	49.7	105.3	38.0	64.9	93.6	63.1	77.9	122.7	63.8	40.1	85.9	31.6	31.8	63.9	89.9	80.5	140.8	86.8	48.9	80.8	82.8	65.7	49.1	74.8	57.2	74.1	79.8	69.2	47.4	Picht-Axenfeld 1966
Rosen 1967	50.4	106.8	87.0	47.4	54.1	135.3	54.7	67.0	97.3	61.3	81.5	163.4	59.7	48.2	94.5	35.2	27.0	68.8	115.7	87.1	178.4	104.2	54.9	95.5	98.9	58.4	50.0	114.8	74.1	99.0	97.1	75.1	43.9	Rosen 1967
Kempff 1969	80.1	96.5	95.3	59.0	66.7	120.8	61.0	56.0	95.3	72.2	87.0	135.4	50.8	54.8	90.1	30.0	32.4	66.7	84.6	101.8	162.4	81.9	41.4	100.1	86.5	61.5	62.3	83.8	77.7	80.6	82.1	68.9	80.3	Kempff 1969
Richter 1970	45.3	107.9	95.7	61.2	58.0	139.8	46.7	54.9	97.8	77.0	79.6	103.5	84.6	42.8	85.3	24.9	31.5	71.7	100.2	78.0	103.4	110.7	30.4	77.6	80.1	87.4	29.0	89.7	65.8	63.1	72.9	66.2	47.9	Richter 1970
Newman 1971	53.1	84.3	75.9	55.8	56.9	107.2	48.9	65.9	87.0	68.6	86.3	121.6	71.9	61.2	86.7	30.1	34.2	59.4	89.1	84.0	131.3	98.4	53.4	87.4	86.5	65.7	58.3	77.2	70.8	78.1	88.4	79.8	53.8	Newman 1971
Hayden 1976	54.0	136.5	102.4	71.1	78.2	169.5	50.8	78.8	121.9	68.6	103.1	140.5	93.5	48.9	97.0	31.6	39.6	83.8	117.7	116.3	155.8	115.5	46.8	107.5	94.2	89.8	62.8	95.6	94.1	88.9	105.8	95.0	55.2	Hayden 1976
